"","Player","Game","opponent","Round Number","Your Play","Opponent's Play","Your Current Allocation","Opponent's Current Allocation","pi_allocation","oi_allocation","split"
"966","Player 9","Game 19",2,2,NA,NA,NA,NA,11,11,"even"
"967","Player 9","Game 19",2,3,NA,NA,NA,NA,11,11,"even"
"968","Player 9","Game 19",2,4,NA,NA,NA,NA,11,11,"even"
"973","Player 9","Game 20",11,1,"A","B",13,9,11,11,"even"
"974","Player 9","Game 20",11,2,NA,NA,NA,NA,11,11,"even"
"975","Player 9","Game 20",11,3,NA,NA,NA,NA,11,11,"even"
"976","Player 9","Game 20",11,4,NA,NA,NA,NA,11,11,"even"
"977","Player 9","Game 21",5,1,"A","B",13,9,11,11,"even"
"978","Player 9","Game 21",5,2,NA,NA,NA,NA,11,11,"even"
"979","Player 9","Game 21",5,3,NA,NA,NA,NA,11,11,"even"
"980","Player 9","Game 21",5,4,NA,NA,NA,NA,11,11,"even"
"85","Player 10","Game 1",7,1,"A","B",22,9,20,11,"odd"
"86","Player 10","Game 1",7,2,NA,NA,NA,NA,20,11,"odd"
"87","Player 10","Game 1",7,3,NA,NA,NA,NA,20,11,"odd"
"88","Player 10","Game 1",7,4,NA,NA,NA,NA,20,11,"odd"
"129","Player 10","Game 2",4,1,"A","A",19,10,20,11,"odd"
"130","Player 10","Game 2",4,2,"A","B",22,7,20,11,"odd"
"131","Player 10","Game 2",4,3,NA,NA,NA,NA,20,11,"odd"
"132","Player 10","Game 2",4,4,NA,NA,NA,NA,20,11,"odd"
"141","Player 10","Game 3",11,1,"A","B",22,9,20,11,"odd"
"142","Player 10","Game 3",11,2,NA,NA,NA,NA,20,11,"odd"
"143","Player 10","Game 3",11,3,NA,NA,NA,NA,20,11,"odd"
"144","Player 10","Game 3",11,4,NA,NA,NA,NA,20,11,"odd"
"145","Player 10","Game 4",2,1,"A","A",10,10,11,11,"even"
"146","Player 10","Game 4",2,2,"A","B",13,7,11,11,"even"
"147","Player 10","Game 4",2,3,NA,NA,NA,NA,11,11,"even"
"148","Player 10","Game 4",2,4,NA,NA,NA,NA,11,11,"even"
"149","Player 10","Game 5",3,1,"A","B",13,9,11,11,"even"
"150","Player 10","Game 5",3,2,NA,NA,NA,NA,11,11,"even"
"151","Player 10","Game 5",3,3,NA,NA,NA,NA,11,11,"even"
"152","Player 10","Game 5",3,4,NA,NA,NA,NA,11,11,"even"
"153","Player 10","Game 6",8,1,"A","B",13,18,11,20,"odd"
"154","Player 10","Game 6",8,2,NA,NA,NA,NA,11,20,"odd"
"155","Player 10","Game 6",8,3,NA,NA,NA,NA,11,20,"odd"
"156","Player 10","Game 6",8,4,NA,NA,NA,NA,11,20,"odd"
"157","Player 10","Game 7",8,1,"A","A",10,10,11,11,"even"
"158","Player 10","Game 7",8,2,"A","B",13,7,11,11,"even"
"159","Player 10","Game 7",8,3,NA,NA,NA,NA,11,11,"even"
"160","Player 10","Game 7",8,4,NA,NA,NA,NA,11,11,"even"
"161","Player 10","Game 8",12,1,"A","A",10,10,11,11,"even"
"162","Player 10","Game 8",12,2,"A","A",8,8,11,11,"even"
"163","Player 10","Game 8",12,3,"A","A",5,5,11,11,"even"
"164","Player 10","Game 8",12,4,"A","A",1,1,11,11,"even"
"165","Player 10","Game 9",12,1,"A","A",10,10,11,11,"even"
"166","Player 10","Game 9",12,2,"B","B",9,9,11,11,"even"
"167","Player 10","Game 9",12,3,NA,NA,NA,NA,11,11,"even"
"168","Player 10","Game 9",12,4,NA,NA,NA,NA,11,11,"even"
"89","Player 10","Game 10",12,1,"A","A",10,19,11,20,"odd"
"90","Player 10","Game 10",12,2,"A","A",8,17,11,20,"odd"
"91","Player 10","Game 10",12,3,"B","B",6,15,11,20,"odd"
"92","Player 10","Game 10",12,4,NA,NA,NA,NA,11,20,"odd"
"93","Player 10","Game 11",7,1,"B","B",11,20,11,20,"odd"
"94","Player 10","Game 11",7,2,NA,NA,NA,NA,11,20,"odd"
"95","Player 10","Game 11",7,3,NA,NA,NA,NA,11,20,"odd"
"96","Player 10","Game 11",7,4,NA,NA,NA,NA,11,20,"odd"
"97","Player 10","Game 12",11,1,"A","B",13,18,11,20,"odd"
"98","Player 10","Game 12",11,2,NA,NA,NA,NA,11,20,"odd"
"99","Player 10","Game 12",11,3,NA,NA,NA,NA,11,20,"odd"
"100","Player 10","Game 12",11,4,NA,NA,NA,NA,11,20,"odd"
"101","Player 10","Game 13",12,1,"B","A",18,13,20,11,"odd"
"102","Player 10","Game 13",12,2,NA,NA,NA,NA,20,11,"odd"
"103","Player 10","Game 13",12,3,NA,NA,NA,NA,20,11,"odd"
"104","Player 10","Game 13",12,4,NA,NA,NA,NA,20,11,"odd"
"105","Player 10","Game 14",8,1,"A","A",10,10,11,11,"even"
"106","Player 10","Game 14",8,2,"A","A",8,8,11,11,"even"
"107","Player 10","Game 14",8,3,"A","B",12,4,11,11,"even"
"108","Player 10","Game 14",8,4,NA,NA,NA,NA,11,11,"even"
"109","Player 10","Game 15",9,1,"B","A",18,13,20,11,"odd"
"110","Player 10","Game 15",9,2,NA,NA,NA,NA,20,11,"odd"
"111","Player 10","Game 15",9,3,NA,NA,NA,NA,20,11,"odd"
"112","Player 10","Game 15",9,4,NA,NA,NA,NA,20,11,"odd"
"113","Player 10","Game 16",1,1,"A","A",10,10,11,11,"even"
"114","Player 10","Game 16",1,2,"A","A",8,8,11,11,"even"
"115","Player 10","Game 16",1,3,"A","A",5,5,11,11,"even"
"116","Player 10","Game 16",1,4,"A","A",1,1,11,11,"even"
"117","Player 10","Game 17",12,1,"A","A",10,19,11,20,"odd"
"118","Player 10","Game 17",12,2,"B","A",7,22,11,20,"odd"
"119","Player 10","Game 17",12,3,NA,NA,NA,NA,11,20,"odd"
"120","Player 10","Game 17",12,4,NA,NA,NA,NA,11,20,"odd"
"121","Player 10","Game 18",5,1,"B","B",11,11,11,11,"even"
"122","Player 10","Game 18",5,2,NA,NA,NA,NA,11,11,"even"
"123","Player 10","Game 18",5,3,NA,NA,NA,NA,11,11,"even"
"124","Player 10","Game 18",5,4,NA,NA,NA,NA,11,11,"even"
"125","Player 10","Game 19",7,1,"B","B",11,11,11,11,"even"
"126","Player 10","Game 19",7,2,NA,NA,NA,NA,11,11,"even"
"127","Player 10","Game 19",7,3,NA,NA,NA,NA,11,11,"even"
"128","Player 10","Game 19",7,4,NA,NA,NA,NA,11,11,"even"
"133","Player 10","Game 20",8,1,"B","A",9,13,11,11,"even"
"134","Player 10","Game 20",8,2,NA,NA,NA,NA,11,11,"even"
"135","Player 10","Game 20",8,3,NA,NA,NA,NA,11,11,"even"
"136","Player 10","Game 20",8,4,NA,NA,NA,NA,11,11,"even"
"137","Player 10","Game 21",6,1,"A","B",13,18,11,20,"odd"
"138","Player 10","Game 21",6,2,NA,NA,NA,NA,11,20,"odd"
"139","Player 10","Game 21",6,3,NA,NA,NA,NA,11,20,"odd"
"140","Player 10","Game 21",6,4,NA,NA,NA,NA,11,20,"odd"
"169","Player 11","Game 1",4,1,"B","B",20,11,20,11,"odd"
"170","Player 11","Game 1",4,2,NA,NA,NA,NA,20,11,"odd"
"171","Player 11","Game 1",4,3,NA,NA,NA,NA,20,11,"odd"
"172","Player 11","Game 1",4,4,NA,NA,NA,NA,20,11,"odd"
"213","Player 11","Game 2",9,1,"B","A",18,22,20,20,NA
"214","Player 11","Game 2",9,2,NA,NA,NA,NA,20,20,NA
"215","Player 11","Game 2",9,3,NA,NA,NA,NA,20,20,NA
"216","Player 11","Game 2",9,4,NA,NA,NA,NA,20,20,NA
"225","Player 11","Game 3",10,1,"B","A",9,22,11,20,"odd"
"226","Player 11","Game 3",10,2,NA,NA,NA,NA,11,20,"odd"
"227","Player 11","Game 3",10,3,NA,NA,NA,NA,11,20,"odd"
"228","Player 11","Game 3",10,4,NA,NA,NA,NA,11,20,"odd"
"229","Player 11","Game 4",9,1,"B","A",9,13,11,11,"even"
"230","Player 11","Game 4",9,2,NA,NA,NA,NA,11,11,"even"
"231","Player 11","Game 4",9,3,NA,NA,NA,NA,11,11,"even"
"232","Player 11","Game 4",9,4,NA,NA,NA,NA,11,11,"even"
"233","Player 11","Game 5",7,1,"B","B",11,20,11,20,"odd"
"234","Player 11","Game 5",7,2,NA,NA,NA,NA,11,20,"odd"
"235","Player 11","Game 5",7,3,NA,NA,NA,NA,11,20,"odd"
"236","Player 11","Game 5",7,4,NA,NA,NA,NA,11,20,"odd"
"237","Player 11","Game 6",12,1,"B","A",9,22,11,20,"odd"
"238","Player 11","Game 6",12,2,NA,NA,NA,NA,11,20,"odd"
"239","Player 11","Game 6",12,3,NA,NA,NA,NA,11,20,"odd"
"240","Player 11","Game 6",12,4,NA,NA,NA,NA,11,20,"odd"
"241","Player 11","Game 7",7,1,"B","A",9,13,11,11,"even"
"242","Player 11","Game 7",7,2,NA,NA,NA,NA,11,11,"even"
"243","Player 11","Game 7",7,3,NA,NA,NA,NA,11,11,"even"
"244","Player 11","Game 7",7,4,NA,NA,NA,NA,11,11,"even"
"245","Player 11","Game 8",1,1,"B","A",9,13,11,11,"even"
"246","Player 11","Game 8",1,2,NA,NA,NA,NA,11,11,"even"
"247","Player 11","Game 8",1,3,NA,NA,NA,NA,11,11,"even"
"248","Player 11","Game 8",1,4,NA,NA,NA,NA,11,11,"even"
"249","Player 11","Game 9",2,1,"B","B",11,11,11,11,"even"
"250","Player 11","Game 9",2,2,NA,NA,NA,NA,11,11,"even"
"251","Player 11","Game 9",2,3,NA,NA,NA,NA,11,11,"even"
"252","Player 11","Game 9",2,4,NA,NA,NA,NA,11,11,"even"
"173","Player 11","Game 10",2,1,"B","B",20,11,20,11,"odd"
"174","Player 11","Game 10",2,2,NA,NA,NA,NA,20,11,"odd"
"175","Player 11","Game 10",2,3,NA,NA,NA,NA,20,11,"odd"
"176","Player 11","Game 10",2,4,NA,NA,NA,NA,20,11,"odd"
"177","Player 11","Game 11",4,1,"B","B",11,11,11,11,"even"
"178","Player 11","Game 11",4,2,NA,NA,NA,NA,11,11,"even"
"179","Player 11","Game 11",4,3,NA,NA,NA,NA,11,11,"even"
"180","Player 11","Game 11",4,4,NA,NA,NA,NA,11,11,"even"
"181","Player 11","Game 12",10,1,"B","A",18,13,20,11,"odd"
"182","Player 11","Game 12",10,2,NA,NA,NA,NA,20,11,"odd"
"183","Player 11","Game 12",10,3,NA,NA,NA,NA,20,11,"odd"
"184","Player 11","Game 12",10,4,NA,NA,NA,NA,20,11,"odd"
"185","Player 11","Game 13",3,1,"B","B",11,11,11,11,"even"
"186","Player 11","Game 13",3,2,NA,NA,NA,NA,11,11,"even"
"187","Player 11","Game 13",3,3,NA,NA,NA,NA,11,11,"even"
"188","Player 11","Game 13",3,4,NA,NA,NA,NA,11,11,"even"
"189","Player 11","Game 14",1,1,"B","A",9,13,11,11,"even"
"190","Player 11","Game 14",1,2,NA,NA,NA,NA,11,11,"even"
"191","Player 11","Game 14",1,3,NA,NA,NA,NA,11,11,"even"
"192","Player 11","Game 14",1,4,NA,NA,NA,NA,11,11,"even"
"193","Player 11","Game 15",7,1,"B","A",18,13,20,11,"odd"
"194","Player 11","Game 15",7,2,NA,NA,NA,NA,20,11,"odd"
"195","Player 11","Game 15",7,3,NA,NA,NA,NA,20,11,"odd"
"196","Player 11","Game 15",7,4,NA,NA,NA,NA,20,11,"odd"
"197","Player 11","Game 16",3,1,"B","B",11,11,11,11,"even"
"198","Player 11","Game 16",3,2,NA,NA,NA,NA,11,11,"even"
"199","Player 11","Game 16",3,3,NA,NA,NA,NA,11,11,"even"
"200","Player 11","Game 16",3,4,NA,NA,NA,NA,11,11,"even"
"201","Player 11","Game 17",5,1,"B","B",11,20,11,20,"odd"
"202","Player 11","Game 17",5,2,NA,NA,NA,NA,11,20,"odd"
"203","Player 11","Game 17",5,3,NA,NA,NA,NA,11,20,"odd"
"204","Player 11","Game 17",5,4,NA,NA,NA,NA,11,20,"odd"
"205","Player 11","Game 18",6,1,"B","B",11,11,11,11,"even"
"206","Player 11","Game 18",6,2,NA,NA,NA,NA,11,11,"even"
"207","Player 11","Game 18",6,3,NA,NA,NA,NA,11,11,"even"
"208","Player 11","Game 18",6,4,NA,NA,NA,NA,11,11,"even"
"209","Player 11","Game 19",4,1,"B","A",18,13,20,11,"odd"
"210","Player 11","Game 19",4,2,NA,NA,NA,NA,20,11,"odd"
"211","Player 11","Game 19",4,3,NA,NA,NA,NA,20,11,"odd"
"212","Player 11","Game 19",4,4,NA,NA,NA,NA,20,11,"odd"
"217","Player 11","Game 20",9,1,"B","A",9,13,11,11,"even"
"218","Player 11","Game 20",9,2,NA,NA,NA,NA,11,11,"even"
"219","Player 11","Game 20",9,3,NA,NA,NA,NA,11,11,"even"
"220","Player 11","Game 20",9,4,NA,NA,NA,NA,11,11,"even"
"221","Player 11","Game 21",2,1,"B","B",20,11,20,11,"odd"
"222","Player 11","Game 21",2,2,NA,NA,NA,NA,20,11,"odd"
"223","Player 11","Game 21",2,3,NA,NA,NA,NA,20,11,"odd"
"224","Player 11","Game 21",2,4,NA,NA,NA,NA,20,11,"odd"
"253","Player 12","Game 1",6,1,"A","A",19,10,20,11,"odd"
"254","Player 12","Game 1",6,2,"A","B",22,7,20,11,"odd"
"255","Player 12","Game 1",6,3,NA,NA,NA,NA,20,11,"odd"
"256","Player 12","Game 1",6,4,NA,NA,NA,NA,20,11,"odd"
"297","Player 12","Game 2",3,1,"A","B",13,9,11,11,"even"
"298","Player 12","Game 2",3,2,NA,NA,NA,NA,11,11,"even"
"299","Player 12","Game 2",3,3,NA,NA,NA,NA,11,11,"even"
"300","Player 12","Game 2",3,4,NA,NA,NA,NA,11,11,"even"
"309","Player 12","Game 3",5,1,"A","B",22,9,20,11,"odd"
"310","Player 12","Game 3",5,2,NA,NA,NA,NA,20,11,"odd"
"311","Player 12","Game 3",5,3,NA,NA,NA,NA,20,11,"odd"
"312","Player 12","Game 3",5,4,NA,NA,NA,NA,20,11,"odd"
"313","Player 12","Game 4",3,1,"A","B",13,18,11,20,"odd"
"314","Player 12","Game 4",3,2,NA,NA,NA,NA,11,20,"odd"
"315","Player 12","Game 4",3,3,NA,NA,NA,NA,11,20,"odd"
"316","Player 12","Game 4",3,4,NA,NA,NA,NA,11,20,"odd"
"317","Player 12","Game 5",9,1,"A","A",10,10,11,11,"even"
"318","Player 12","Game 5",9,2,"A","B",13,7,11,11,"even"
"319","Player 12","Game 5",9,3,NA,NA,NA,NA,11,11,"even"
"320","Player 12","Game 5",9,4,NA,NA,NA,NA,11,11,"even"
"321","Player 12","Game 6",11,1,"A","B",22,9,20,11,"odd"
"322","Player 12","Game 6",11,2,NA,NA,NA,NA,20,11,"odd"
"323","Player 12","Game 6",11,3,NA,NA,NA,NA,20,11,"odd"
"324","Player 12","Game 6",11,4,NA,NA,NA,NA,20,11,"odd"
"325","Player 12","Game 7",1,1,"A","A",10,19,11,20,"odd"
"326","Player 12","Game 7",1,2,"A","A",8,17,11,20,"odd"
"327","Player 12","Game 7",1,3,"A","A",5,14,11,20,"odd"
"328","Player 12","Game 7",1,4,"B","A",0,19,11,20,"odd"
"329","Player 12","Game 8",10,1,"A","A",10,10,11,11,"even"
"330","Player 12","Game 8",10,2,"A","A",8,8,11,11,"even"
"331","Player 12","Game 8",10,3,"A","A",5,5,11,11,"even"
"332","Player 12","Game 8",10,4,"A","A",1,1,11,11,"even"
"333","Player 12","Game 9",10,1,"A","A",10,10,11,11,"even"
"334","Player 12","Game 9",10,2,"B","B",9,9,11,11,"even"
"335","Player 12","Game 9",10,3,NA,NA,NA,NA,11,11,"even"
"336","Player 12","Game 9",10,4,NA,NA,NA,NA,11,11,"even"
"257","Player 12","Game 10",10,1,"A","A",19,10,20,11,"odd"
"258","Player 12","Game 10",10,2,"A","A",17,8,20,11,"odd"
"259","Player 12","Game 10",10,3,"B","B",15,6,20,11,"odd"
"260","Player 12","Game 10",10,4,NA,NA,NA,NA,20,11,"odd"
"261","Player 12","Game 11",2,1,"B","A",9,13,11,11,"even"
"262","Player 12","Game 11",2,2,NA,NA,NA,NA,11,11,"even"
"263","Player 12","Game 11",2,3,NA,NA,NA,NA,11,11,"even"
"264","Player 12","Game 11",2,4,NA,NA,NA,NA,11,11,"even"
"265","Player 12","Game 12",6,1,"A","B",22,9,20,11,"odd"
"266","Player 12","Game 12",6,2,NA,NA,NA,NA,20,11,"odd"
"267","Player 12","Game 12",6,3,NA,NA,NA,NA,20,11,"odd"
"268","Player 12","Game 12",6,4,NA,NA,NA,NA,20,11,"odd"
"269","Player 12","Game 13",10,1,"A","B",13,18,11,20,"odd"
"270","Player 12","Game 13",10,2,NA,NA,NA,NA,11,20,"odd"
"271","Player 12","Game 13",10,3,NA,NA,NA,NA,11,20,"odd"
"272","Player 12","Game 13",10,4,NA,NA,NA,NA,11,20,"odd"
"273","Player 12","Game 14",5,1,"A","B",22,9,20,11,"odd"
"274","Player 12","Game 14",5,2,NA,NA,NA,NA,20,11,"odd"
"275","Player 12","Game 14",5,3,NA,NA,NA,NA,20,11,"odd"
"276","Player 12","Game 14",5,4,NA,NA,NA,NA,20,11,"odd"
"277","Player 12","Game 15",5,1,"A","B",13,9,11,11,"even"
"278","Player 12","Game 15",5,2,NA,NA,NA,NA,11,11,"even"
"279","Player 12","Game 15",5,3,NA,NA,NA,NA,11,11,"even"
"280","Player 12","Game 15",5,4,NA,NA,NA,NA,11,11,"even"
"281","Player 12","Game 16",5,1,"A","B",13,9,11,11,"even"
"282","Player 12","Game 16",5,2,NA,NA,NA,NA,11,11,"even"
"283","Player 12","Game 16",5,3,NA,NA,NA,NA,11,11,"even"
"284","Player 12","Game 16",5,4,NA,NA,NA,NA,11,11,"even"
"285","Player 12","Game 17",10,1,"A","A",19,10,20,11,"odd"
"286","Player 12","Game 17",10,2,"A","B",22,7,20,11,"odd"
"287","Player 12","Game 17",10,3,NA,NA,NA,NA,20,11,"odd"
"288","Player 12","Game 17",10,4,NA,NA,NA,NA,20,11,"odd"
"289","Player 12","Game 18",7,1,"B","A",9,13,11,11,"even"
"290","Player 12","Game 18",7,2,NA,NA,NA,NA,11,11,"even"
"291","Player 12","Game 18",7,3,NA,NA,NA,NA,11,11,"even"
"292","Player 12","Game 18",7,4,NA,NA,NA,NA,11,11,"even"
"293","Player 12","Game 19",1,1,"A","A",10,10,11,11,"even"
"294","Player 12","Game 19",1,2,"A","A",8,8,11,11,"even"
"295","Player 12","Game 19",1,3,"A","A",5,5,11,11,"even"
"296","Player 12","Game 19",1,4,"A","A",1,1,11,11,"even"
"301","Player 12","Game 20",2,1,"A","A",19,10,20,11,"odd"
"302","Player 12","Game 20",2,2,"A","A",17,8,20,11,"odd"
"303","Player 12","Game 20",2,3,"A","A",14,5,20,11,"odd"
"304","Player 12","Game 20",2,4,"A","A",10,1,20,11,"odd"
"305","Player 12","Game 21",4,1,"A","B",13,9,11,11,"even"
"306","Player 12","Game 21",4,2,NA,NA,NA,NA,11,11,"even"
"307","Player 12","Game 21",4,3,NA,NA,NA,NA,11,11,"even"
"308","Player 12","Game 21",4,4,NA,NA,NA,NA,11,11,"even"
