"","Player","Game","opponent","Round Number","Your Play","Opponent's Play","Your Current Allocation","Opponent's Current Allocation","pi_allocation","oi_allocation","split"
"1","Player 1","Game 1",2,1,"A","B",13,9,11,11,"even"
"2","Player 1","Game 1",2,2,NA,NA,NA,NA,11,11,"even"
"3","Player 1","Game 1",2,3,NA,NA,NA,NA,11,11,"even"
"4","Player 1","Game 1",2,4,NA,NA,NA,NA,11,11,"even"
"45","Player 1","Game 2",2,1,"A","B",13,9,11,11,"even"
"46","Player 1","Game 2",2,2,NA,NA,NA,NA,11,11,"even"
"47","Player 1","Game 2",2,3,NA,NA,NA,NA,11,11,"even"
"48","Player 1","Game 2",2,4,NA,NA,NA,NA,11,11,"even"
"57","Player 1","Game 3",3,1,"A","B",13,9,11,11,"even"
"58","Player 1","Game 3",3,2,NA,NA,NA,NA,11,11,"even"
"59","Player 1","Game 3",3,3,NA,NA,NA,NA,11,11,"even"
"60","Player 1","Game 3",3,4,NA,NA,NA,NA,11,11,"even"
"61","Player 1","Game 4",7,1,"A","B",13,18,11,20,"odd"
"62","Player 1","Game 4",7,2,NA,NA,NA,NA,11,20,"odd"
"63","Player 1","Game 4",7,3,NA,NA,NA,NA,11,20,"odd"
"64","Player 1","Game 4",7,4,NA,NA,NA,NA,11,20,"odd"
"65","Player 1","Game 5",2,1,"A","B",22,9,20,11,"odd"
"66","Player 1","Game 5",2,2,NA,NA,NA,NA,20,11,"odd"
"67","Player 1","Game 5",2,3,NA,NA,NA,NA,20,11,"odd"
"68","Player 1","Game 5",2,4,NA,NA,NA,NA,20,11,"odd"
"69","Player 1","Game 6",3,1,"A","B",13,9,11,11,"even"
"70","Player 1","Game 6",3,2,NA,NA,NA,NA,11,11,"even"
"71","Player 1","Game 6",3,3,NA,NA,NA,NA,11,11,"even"
"72","Player 1","Game 6",3,4,NA,NA,NA,NA,11,11,"even"
"73","Player 1","Game 7",12,1,"A","A",19,10,20,11,"odd"
"74","Player 1","Game 7",12,2,"A","A",17,8,20,11,"odd"
"75","Player 1","Game 7",12,3,"A","A",14,5,20,11,"odd"
"76","Player 1","Game 7",12,4,"A","B",19,0,20,11,"odd"
"77","Player 1","Game 8",11,1,"A","B",13,9,11,11,"even"
"78","Player 1","Game 8",11,2,NA,NA,NA,NA,11,11,"even"
"79","Player 1","Game 8",11,3,NA,NA,NA,NA,11,11,"even"
"80","Player 1","Game 8",11,4,NA,NA,NA,NA,11,11,"even"
"81","Player 1","Game 9",3,1,"A","B",13,18,11,20,"odd"
"82","Player 1","Game 9",3,2,NA,NA,NA,NA,11,20,"odd"
"83","Player 1","Game 9",3,3,NA,NA,NA,NA,11,20,"odd"
"84","Player 1","Game 9",3,4,NA,NA,NA,NA,11,20,"odd"
"5","Player 1","Game 10",8,1,"A","B",13,9,11,11,"even"
"6","Player 1","Game 10",8,2,NA,NA,NA,NA,11,11,"even"
"7","Player 1","Game 10",8,3,NA,NA,NA,NA,11,11,"even"
"8","Player 1","Game 10",8,4,NA,NA,NA,NA,11,11,"even"
"9","Player 1","Game 11",6,1,"A","B",13,9,11,11,"even"
"10","Player 1","Game 11",6,2,NA,NA,NA,NA,11,11,"even"
"11","Player 1","Game 11",6,3,NA,NA,NA,NA,11,11,"even"
"12","Player 1","Game 11",6,4,NA,NA,NA,NA,11,11,"even"
"13","Player 1","Game 12",7,1,"A","B",13,18,11,20,"odd"
"14","Player 1","Game 12",7,2,NA,NA,NA,NA,11,20,"odd"
"15","Player 1","Game 12",7,3,NA,NA,NA,NA,11,20,"odd"
"16","Player 1","Game 12",7,4,NA,NA,NA,NA,11,20,"odd"
"17","Player 1","Game 13",5,1,"A","B",22,9,20,11,"odd"
"18","Player 1","Game 13",5,2,NA,NA,NA,NA,20,11,"odd"
"19","Player 1","Game 13",5,3,NA,NA,NA,NA,20,11,"odd"
"20","Player 1","Game 13",5,4,NA,NA,NA,NA,20,11,"odd"
"21","Player 1","Game 14",11,1,"A","B",13,9,11,11,"even"
"22","Player 1","Game 14",11,2,NA,NA,NA,NA,11,11,"even"
"23","Player 1","Game 14",11,3,NA,NA,NA,NA,11,11,"even"
"24","Player 1","Game 14",11,4,NA,NA,NA,NA,11,11,"even"
"25","Player 1","Game 15",2,1,"A","B",13,9,11,11,"even"
"26","Player 1","Game 15",2,2,NA,NA,NA,NA,11,11,"even"
"27","Player 1","Game 15",2,3,NA,NA,NA,NA,11,11,"even"
"28","Player 1","Game 15",2,4,NA,NA,NA,NA,11,11,"even"
"29","Player 1","Game 16",10,1,"A","A",10,10,11,11,"even"
"30","Player 1","Game 16",10,2,"A","A",8,8,11,11,"even"
"31","Player 1","Game 16",10,3,"A","A",5,5,11,11,"even"
"32","Player 1","Game 16",10,4,"A","A",1,1,11,11,"even"
"33","Player 1","Game 17",7,1,"A","A",19,10,20,11,"odd"
"34","Player 1","Game 17",7,2,"A","A",17,8,20,11,"odd"
"35","Player 1","Game 17",7,3,"A","A",14,5,20,11,"odd"
"36","Player 1","Game 17",7,4,"A","A",10,1,20,11,"odd"
"37","Player 1","Game 18",8,1,"A","B",13,9,11,11,"even"
"38","Player 1","Game 18",8,2,NA,NA,NA,NA,11,11,"even"
"39","Player 1","Game 18",8,3,NA,NA,NA,NA,11,11,"even"
"40","Player 1","Game 18",8,4,NA,NA,NA,NA,11,11,"even"
"41","Player 1","Game 19",12,1,"A","A",10,10,11,11,"even"
"42","Player 1","Game 19",12,2,"A","A",8,8,11,11,"even"
"43","Player 1","Game 19",12,3,"A","A",5,5,11,11,"even"
"44","Player 1","Game 19",12,4,"A","A",1,1,11,11,"even"
"49","Player 1","Game 20",6,1,"A","B",13,9,11,11,"even"
"50","Player 1","Game 20",6,2,NA,NA,NA,NA,11,11,"even"
"51","Player 1","Game 20",6,3,NA,NA,NA,NA,11,11,"even"
"52","Player 1","Game 20",6,4,NA,NA,NA,NA,11,11,"even"
"53","Player 1","Game 21",3,1,"A","B",13,9,11,11,"even"
"54","Player 1","Game 21",3,2,NA,NA,NA,NA,11,11,"even"
"55","Player 1","Game 21",3,3,NA,NA,NA,NA,11,11,"even"
"56","Player 1","Game 21",3,4,NA,NA,NA,NA,11,11,"even"
"337","Player 2","Game 1",1,1,"B","A",9,13,11,11,"even"
"338","Player 2","Game 1",1,2,NA,NA,NA,NA,11,11,"even"
"339","Player 2","Game 1",1,3,NA,NA,NA,NA,11,11,"even"
"340","Player 2","Game 1",1,4,NA,NA,NA,NA,11,11,"even"
"381","Player 2","Game 2",1,1,"B","A",9,13,11,11,"even"
"382","Player 2","Game 2",1,2,NA,NA,NA,NA,11,11,"even"
"383","Player 2","Game 2",1,3,NA,NA,NA,NA,11,11,"even"
"384","Player 2","Game 2",1,4,NA,NA,NA,NA,11,11,"even"
"393","Player 2","Game 3",6,1,"B","A",9,22,11,20,"odd"
"394","Player 2","Game 3",6,2,NA,NA,NA,NA,11,20,"odd"
"395","Player 2","Game 3",6,3,NA,NA,NA,NA,11,20,"odd"
"396","Player 2","Game 3",6,4,NA,NA,NA,NA,11,20,"odd"
"397","Player 2","Game 4",10,1,"A","A",10,10,11,11,"even"
"398","Player 2","Game 4",10,2,"B","A",7,13,11,11,"even"
"399","Player 2","Game 4",10,3,NA,NA,NA,NA,11,11,"even"
"400","Player 2","Game 4",10,4,NA,NA,NA,NA,11,11,"even"
"401","Player 2","Game 5",1,1,"B","A",9,22,11,20,"odd"
"402","Player 2","Game 5",1,2,NA,NA,NA,NA,11,20,"odd"
"403","Player 2","Game 5",1,3,NA,NA,NA,NA,11,20,"odd"
"404","Player 2","Game 5",1,4,NA,NA,NA,NA,11,20,"odd"
"405","Player 2","Game 6",6,1,"B","B",11,11,11,11,"even"
"406","Player 2","Game 6",6,2,NA,NA,NA,NA,11,11,"even"
"407","Player 2","Game 6",6,3,NA,NA,NA,NA,11,11,"even"
"408","Player 2","Game 6",6,4,NA,NA,NA,NA,11,11,"even"
"409","Player 2","Game 7",5,1,"B","B",11,11,11,11,"even"
"410","Player 2","Game 7",5,2,NA,NA,NA,NA,11,11,"even"
"411","Player 2","Game 7",5,3,NA,NA,NA,NA,11,11,"even"
"412","Player 2","Game 7",5,4,NA,NA,NA,NA,11,11,"even"
"413","Player 2","Game 8",8,1,"B","B",11,11,11,11,"even"
"414","Player 2","Game 8",8,2,NA,NA,NA,NA,11,11,"even"
"415","Player 2","Game 8",8,3,NA,NA,NA,NA,11,11,"even"
"416","Player 2","Game 8",8,4,NA,NA,NA,NA,11,11,"even"
"417","Player 2","Game 9",11,1,"B","B",11,11,11,11,"even"
"418","Player 2","Game 9",11,2,NA,NA,NA,NA,11,11,"even"
"419","Player 2","Game 9",11,3,NA,NA,NA,NA,11,11,"even"
"420","Player 2","Game 9",11,4,NA,NA,NA,NA,11,11,"even"
"341","Player 2","Game 10",11,1,"B","B",11,20,11,20,"odd"
"342","Player 2","Game 10",11,2,NA,NA,NA,NA,11,20,"odd"
"343","Player 2","Game 10",11,3,NA,NA,NA,NA,11,20,"odd"
"344","Player 2","Game 10",11,4,NA,NA,NA,NA,11,20,"odd"
"345","Player 2","Game 11",12,1,"A","B",13,9,11,11,"even"
"346","Player 2","Game 11",12,2,NA,NA,NA,NA,11,11,"even"
"347","Player 2","Game 11",12,3,NA,NA,NA,NA,11,11,"even"
"348","Player 2","Game 11",12,4,NA,NA,NA,NA,11,11,"even"
"349","Player 2","Game 12",3,1,"B","B",11,11,11,11,"even"
"350","Player 2","Game 12",3,2,NA,NA,NA,NA,11,11,"even"
"351","Player 2","Game 12",3,3,NA,NA,NA,NA,11,11,"even"
"352","Player 2","Game 12",3,4,NA,NA,NA,NA,11,11,"even"
"353","Player 2","Game 13",7,1,"A","A",10,10,11,11,"even"
"354","Player 2","Game 13",7,2,"B","A",7,13,11,11,"even"
"355","Player 2","Game 13",7,3,NA,NA,NA,NA,11,11,"even"
"356","Player 2","Game 13",7,4,NA,NA,NA,NA,11,11,"even"
"357","Player 2","Game 14",3,1,"B","B",11,20,11,20,"odd"
"358","Player 2","Game 14",3,2,NA,NA,NA,NA,11,20,"odd"
"359","Player 2","Game 14",3,3,NA,NA,NA,NA,11,20,"odd"
"360","Player 2","Game 14",3,4,NA,NA,NA,NA,11,20,"odd"
"361","Player 2","Game 15",1,1,"B","A",9,13,11,11,"even"
"362","Player 2","Game 15",1,2,NA,NA,NA,NA,11,11,"even"
"363","Player 2","Game 15",1,3,NA,NA,NA,NA,11,11,"even"
"364","Player 2","Game 15",1,4,NA,NA,NA,NA,11,11,"even"
"365","Player 2","Game 16",7,1,"B","A",18,13,20,11,"odd"
"366","Player 2","Game 16",7,2,NA,NA,NA,NA,20,11,"odd"
"367","Player 2","Game 16",7,3,NA,NA,NA,NA,20,11,"odd"
"368","Player 2","Game 16",7,4,NA,NA,NA,NA,20,11,"odd"
"369","Player 2","Game 17",3,1,"B","B",11,20,11,20,"odd"
"370","Player 2","Game 17",3,2,NA,NA,NA,NA,11,20,"odd"
"371","Player 2","Game 17",3,3,NA,NA,NA,NA,11,20,"odd"
"372","Player 2","Game 17",3,4,NA,NA,NA,NA,11,20,"odd"
"373","Player 2","Game 18",3,1,"A","B",13,9,11,11,"even"
"374","Player 2","Game 18",3,2,NA,NA,NA,NA,11,11,"even"
"375","Player 2","Game 18",3,3,NA,NA,NA,NA,11,11,"even"
"376","Player 2","Game 18",3,4,NA,NA,NA,NA,11,11,"even"
"377","Player 2","Game 19",9,1,"B","A",9,13,11,11,"even"
"378","Player 2","Game 19",9,2,NA,NA,NA,NA,11,11,"even"
"379","Player 2","Game 19",9,3,NA,NA,NA,NA,11,11,"even"
"380","Player 2","Game 19",9,4,NA,NA,NA,NA,11,11,"even"
"385","Player 2","Game 20",12,1,"A","A",10,19,11,20,"odd"
"386","Player 2","Game 20",12,2,"A","A",8,17,11,20,"odd"
"387","Player 2","Game 20",12,3,"A","A",5,14,11,20,"odd"
"388","Player 2","Game 20",12,4,"A","A",1,10,11,20,"odd"
"389","Player 2","Game 21",11,1,"B","B",11,20,11,20,"odd"
"390","Player 2","Game 21",11,2,NA,NA,NA,NA,11,20,"odd"
"391","Player 2","Game 21",11,3,NA,NA,NA,NA,11,20,"odd"
"392","Player 2","Game 21",11,4,NA,NA,NA,NA,11,20,"odd"
"421","Player 3","Game 1",8,1,"B","A",9,13,11,11,"even"
"422","Player 3","Game 1",8,2,NA,NA,NA,NA,11,11,"even"
"423","Player 3","Game 1",8,3,NA,NA,NA,NA,11,11,"even"
"424","Player 3","Game 1",8,4,NA,NA,NA,NA,11,11,"even"
"465","Player 3","Game 2",12,1,"B","A",9,13,11,11,"even"
"466","Player 3","Game 2",12,2,NA,NA,NA,NA,11,11,"even"
"467","Player 3","Game 2",12,3,NA,NA,NA,NA,11,11,"even"
"468","Player 3","Game 2",12,4,NA,NA,NA,NA,11,11,"even"
"477","Player 3","Game 3",1,1,"B","A",9,13,11,11,"even"
"478","Player 3","Game 3",1,2,NA,NA,NA,NA,11,11,"even"
"479","Player 3","Game 3",1,3,NA,NA,NA,NA,11,11,"even"
"480","Player 3","Game 3",1,4,NA,NA,NA,NA,11,11,"even"
"481","Player 3","Game 4",12,1,"B","A",18,13,20,11,"odd"
"482","Player 3","Game 4",12,2,NA,NA,NA,NA,20,11,"odd"
"483","Player 3","Game 4",12,3,NA,NA,NA,NA,20,11,"odd"
"484","Player 3","Game 4",12,4,NA,NA,NA,NA,20,11,"odd"
"485","Player 3","Game 5",10,1,"B","A",9,13,11,11,"even"
"486","Player 3","Game 5",10,2,NA,NA,NA,NA,11,11,"even"
"487","Player 3","Game 5",10,3,NA,NA,NA,NA,11,11,"even"
"488","Player 3","Game 5",10,4,NA,NA,NA,NA,11,11,"even"
"489","Player 3","Game 6",1,1,"B","A",9,13,11,11,"even"
"490","Player 3","Game 6",1,2,NA,NA,NA,NA,11,11,"even"
"491","Player 3","Game 6",1,3,NA,NA,NA,NA,11,11,"even"
"492","Player 3","Game 6",1,4,NA,NA,NA,NA,11,11,"even"
"493","Player 3","Game 7",4,1,"B","B",11,11,11,11,"even"
"494","Player 3","Game 7",4,2,NA,NA,NA,NA,11,11,"even"
"495","Player 3","Game 7",4,3,NA,NA,NA,NA,11,11,"even"
"496","Player 3","Game 7",4,4,NA,NA,NA,NA,11,11,"even"
"497","Player 3","Game 8",4,1,"B","B",11,20,11,20,"odd"
"498","Player 3","Game 8",4,2,NA,NA,NA,NA,11,20,"odd"
"499","Player 3","Game 8",4,3,NA,NA,NA,NA,11,20,"odd"
"500","Player 3","Game 8",4,4,NA,NA,NA,NA,11,20,"odd"
"501","Player 3","Game 9",1,1,"B","A",18,13,20,11,"odd"
"502","Player 3","Game 9",1,2,NA,NA,NA,NA,20,11,"odd"
"503","Player 3","Game 9",1,3,NA,NA,NA,NA,20,11,"odd"
"504","Player 3","Game 9",1,4,NA,NA,NA,NA,20,11,"odd"
"425","Player 3","Game 10",5,1,"B","B",11,11,11,11,"even"
"426","Player 3","Game 10",5,2,NA,NA,NA,NA,11,11,"even"
"427","Player 3","Game 10",5,3,NA,NA,NA,NA,11,11,"even"
"428","Player 3","Game 10",5,4,NA,NA,NA,NA,11,11,"even"
"429","Player 3","Game 11",9,1,"B","A",9,13,11,11,"even"
"430","Player 3","Game 11",9,2,NA,NA,NA,NA,11,11,"even"
"431","Player 3","Game 11",9,3,NA,NA,NA,NA,11,11,"even"
"432","Player 3","Game 11",9,4,NA,NA,NA,NA,11,11,"even"
"433","Player 3","Game 12",2,1,"B","B",11,11,11,11,"even"
"434","Player 3","Game 12",2,2,NA,NA,NA,NA,11,11,"even"
"435","Player 3","Game 12",2,3,NA,NA,NA,NA,11,11,"even"
"436","Player 3","Game 12",2,4,NA,NA,NA,NA,11,11,"even"
"437","Player 3","Game 13",11,1,"B","B",11,11,11,11,"even"
"438","Player 3","Game 13",11,2,NA,NA,NA,NA,11,11,"even"
"439","Player 3","Game 13",11,3,NA,NA,NA,NA,11,11,"even"
"440","Player 3","Game 13",11,4,NA,NA,NA,NA,11,11,"even"
"441","Player 3","Game 14",2,1,"B","B",20,11,20,11,"odd"
"442","Player 3","Game 14",2,2,NA,NA,NA,NA,20,11,"odd"
"443","Player 3","Game 14",2,3,NA,NA,NA,NA,20,11,"odd"
"444","Player 3","Game 14",2,4,NA,NA,NA,NA,20,11,"odd"
"445","Player 3","Game 15",8,1,"B","A",18,13,20,11,"odd"
"446","Player 3","Game 15",8,2,NA,NA,NA,NA,20,11,"odd"
"447","Player 3","Game 15",8,3,NA,NA,NA,NA,20,11,"odd"
"448","Player 3","Game 15",8,4,NA,NA,NA,NA,20,11,"odd"
"449","Player 3","Game 16",11,1,"B","B",11,11,11,11,"even"
"450","Player 3","Game 16",11,2,NA,NA,NA,NA,11,11,"even"
"451","Player 3","Game 16",11,3,NA,NA,NA,NA,11,11,"even"
"452","Player 3","Game 16",11,4,NA,NA,NA,NA,11,11,"even"
"453","Player 3","Game 17",2,1,"B","B",20,11,20,11,"odd"
"454","Player 3","Game 17",2,2,NA,NA,NA,NA,20,11,"odd"
"455","Player 3","Game 17",2,3,NA,NA,NA,NA,20,11,"odd"
"456","Player 3","Game 17",2,4,NA,NA,NA,NA,20,11,"odd"
"457","Player 3","Game 18",2,1,"B","A",9,13,11,11,"even"
"458","Player 3","Game 18",2,2,NA,NA,NA,NA,11,11,"even"
"459","Player 3","Game 18",2,3,NA,NA,NA,NA,11,11,"even"
"460","Player 3","Game 18",2,4,NA,NA,NA,NA,11,11,"even"
"461","Player 3","Game 19",5,1,"B","B",20,11,20,11,"odd"
"462","Player 3","Game 19",5,2,NA,NA,NA,NA,20,11,"odd"
"463","Player 3","Game 19",5,3,NA,NA,NA,NA,20,11,"odd"
"464","Player 3","Game 19",5,4,NA,NA,NA,NA,20,11,"odd"
"469","Player 3","Game 20",5,1,"B","B",20,11,20,11,"odd"
"470","Player 3","Game 20",5,2,NA,NA,NA,NA,20,11,"odd"
"471","Player 3","Game 20",5,3,NA,NA,NA,NA,20,11,"odd"
"472","Player 3","Game 20",5,4,NA,NA,NA,NA,20,11,"odd"
"473","Player 3","Game 21",1,1,"B","A",9,13,11,11,"even"
"474","Player 3","Game 21",1,2,NA,NA,NA,NA,11,11,"even"
"475","Player 3","Game 21",1,3,NA,NA,NA,NA,11,11,"even"
"476","Player 3","Game 21",1,4,NA,NA,NA,NA,11,11,"even"
"505","Player 4","Game 1",11,1,"B","B",11,20,11,20,"odd"
"506","Player 4","Game 1",11,2,NA,NA,NA,NA,11,20,"odd"
"507","Player 4","Game 1",11,3,NA,NA,NA,NA,11,20,"odd"
"508","Player 4","Game 1",11,4,NA,NA,NA,NA,11,20,"odd"
"549","Player 4","Game 2",10,1,"A","A",10,19,11,20,"odd"
"550","Player 4","Game 2",10,2,"B","A",7,22,11,20,"odd"
"551","Player 4","Game 2",10,3,NA,NA,NA,NA,11,20,"odd"
"552","Player 4","Game 2",10,4,NA,NA,NA,NA,11,20,"odd"
"561","Player 4","Game 3",8,1,"B","B",20,11,20,11,"odd"
"562","Player 4","Game 3",8,2,NA,NA,NA,NA,20,11,"odd"
"563","Player 4","Game 3",8,3,NA,NA,NA,NA,20,11,"odd"
"564","Player 4","Game 3",8,4,NA,NA,NA,NA,20,11,"odd"
"565","Player 4","Game 4",8,1,"A","A",10,10,11,11,"even"
"566","Player 4","Game 4",8,2,"B","A",7,13,11,11,"even"
"567","Player 4","Game 4",8,3,NA,NA,NA,NA,11,11,"even"
"568","Player 4","Game 4",8,4,NA,NA,NA,NA,11,11,"even"
"569","Player 4","Game 5",6,1,"A","B",13,9,11,11,"even"
"570","Player 4","Game 5",6,2,NA,NA,NA,NA,11,11,"even"
"571","Player 4","Game 5",6,3,NA,NA,NA,NA,11,11,"even"
"572","Player 4","Game 5",6,4,NA,NA,NA,NA,11,11,"even"
"573","Player 4","Game 6",5,1,"A","B",13,9,11,11,"even"
"574","Player 4","Game 6",5,2,NA,NA,NA,NA,11,11,"even"
"575","Player 4","Game 6",5,3,NA,NA,NA,NA,11,11,"even"
"576","Player 4","Game 6",5,4,NA,NA,NA,NA,11,11,"even"
"577","Player 4","Game 7",3,1,"B","B",11,11,11,11,"even"
"578","Player 4","Game 7",3,2,NA,NA,NA,NA,11,11,"even"
"579","Player 4","Game 7",3,3,NA,NA,NA,NA,11,11,"even"
"580","Player 4","Game 7",3,4,NA,NA,NA,NA,11,11,"even"
"581","Player 4","Game 8",3,1,"B","B",20,11,20,11,"odd"
"582","Player 4","Game 8",3,2,NA,NA,NA,NA,20,11,"odd"
"583","Player 4","Game 8",3,3,NA,NA,NA,NA,20,11,"odd"
"584","Player 4","Game 8",3,4,NA,NA,NA,NA,20,11,"odd"
"585","Player 4","Game 9",7,1,"B","A",18,13,20,11,"odd"
"586","Player 4","Game 9",7,2,NA,NA,NA,NA,20,11,"odd"
"587","Player 4","Game 9",7,3,NA,NA,NA,NA,20,11,"odd"
"588","Player 4","Game 9",7,4,NA,NA,NA,NA,20,11,"odd"
"509","Player 4","Game 10",6,1,"B","B",11,11,11,11,"even"
"510","Player 4","Game 10",6,2,NA,NA,NA,NA,11,11,"even"
"511","Player 4","Game 10",6,3,NA,NA,NA,NA,11,11,"even"
"512","Player 4","Game 10",6,4,NA,NA,NA,NA,11,11,"even"
"513","Player 4","Game 11",11,1,"B","B",11,11,11,11,"even"
"514","Player 4","Game 11",11,2,NA,NA,NA,NA,11,11,"even"
"515","Player 4","Game 11",11,3,NA,NA,NA,NA,11,11,"even"
"516","Player 4","Game 11",11,4,NA,NA,NA,NA,11,11,"even"
"517","Player 4","Game 12",5,1,"A","B",13,9,11,11,"even"
"518","Player 4","Game 12",5,2,NA,NA,NA,NA,11,11,"even"
"519","Player 4","Game 12",5,3,NA,NA,NA,NA,11,11,"even"
"520","Player 4","Game 12",5,4,NA,NA,NA,NA,11,11,"even"
"521","Player 4","Game 13",9,1,"A","A",19,19,20,20,NA
"522","Player 4","Game 13",9,2,"A","A",17,17,20,20,NA
"523","Player 4","Game 13",9,3,"A","A",14,14,20,20,NA
"524","Player 4","Game 13",9,4,"A","A",10,10,20,20,NA
"525","Player 4","Game 14",7,1,"A","A",10,10,11,11,"even"
"526","Player 4","Game 14",7,2,"A","A",8,8,11,11,"even"
"527","Player 4","Game 14",7,3,"A","A",5,5,11,11,"even"
"528","Player 4","Game 14",7,4,"A","A",1,1,11,11,"even"
"529","Player 4","Game 15",6,1,"B","B",20,11,20,11,"odd"
"530","Player 4","Game 15",6,2,NA,NA,NA,NA,20,11,"odd"
"531","Player 4","Game 15",6,3,NA,NA,NA,NA,20,11,"odd"
"532","Player 4","Game 15",6,4,NA,NA,NA,NA,20,11,"odd"
"533","Player 4","Game 16",6,1,"B","B",11,11,11,11,"even"
"534","Player 4","Game 16",6,2,NA,NA,NA,NA,11,11,"even"
"535","Player 4","Game 16",6,3,NA,NA,NA,NA,11,11,"even"
"536","Player 4","Game 16",6,4,NA,NA,NA,NA,11,11,"even"
"537","Player 4","Game 17",9,1,"A","A",10,10,11,11,"even"
"538","Player 4","Game 17",9,2,"B","A",7,13,11,11,"even"
"539","Player 4","Game 17",9,3,NA,NA,NA,NA,11,11,"even"
"540","Player 4","Game 17",9,4,NA,NA,NA,NA,11,11,"even"
"541","Player 4","Game 18",9,1,"A","A",10,10,11,11,"even"
"542","Player 4","Game 18",9,2,"A","A",8,8,11,11,"even"
"543","Player 4","Game 18",9,3,"A","A",5,5,11,11,"even"
"544","Player 4","Game 18",9,4,"A","A",1,1,11,11,"even"
"545","Player 4","Game 19",11,1,"A","B",13,18,11,20,"odd"
"546","Player 4","Game 19",11,2,NA,NA,NA,NA,11,20,"odd"
"547","Player 4","Game 19",11,3,NA,NA,NA,NA,11,20,"odd"
"548","Player 4","Game 19",11,4,NA,NA,NA,NA,11,20,"odd"
"553","Player 4","Game 20",7,1,"B","B",11,11,11,11,"even"
"554","Player 4","Game 20",7,2,NA,NA,NA,NA,11,11,"even"
"555","Player 4","Game 20",7,3,NA,NA,NA,NA,11,11,"even"
"556","Player 4","Game 20",7,4,NA,NA,NA,NA,11,11,"even"
"557","Player 4","Game 21",12,1,"B","A",9,13,11,11,"even"
"558","Player 4","Game 21",12,2,NA,NA,NA,NA,11,11,"even"
"559","Player 4","Game 21",12,3,NA,NA,NA,NA,11,11,"even"
"560","Player 4","Game 21",12,4,NA,NA,NA,NA,11,11,"even"
"589","Player 5","Game 1",9,1,"B","A",9,22,11,20,"odd"
"590","Player 5","Game 1",9,2,NA,NA,NA,NA,11,20,"odd"
"591","Player 5","Game 1",9,3,NA,NA,NA,NA,11,20,"odd"
"592","Player 5","Game 1",9,4,NA,NA,NA,NA,11,20,"odd"
"633","Player 5","Game 2",8,1,"A","A",10,10,11,11,"even"
"634","Player 5","Game 2",8,2,"A","A",8,8,11,11,"even"
"635","Player 5","Game 2",8,3,"A","A",5,5,11,11,"even"
"636","Player 5","Game 2",8,4,"A","A",1,1,11,11,"even"
"645","Player 5","Game 3",12,1,"B","A",9,22,11,20,"odd"
"646","Player 5","Game 3",12,2,NA,NA,NA,NA,11,20,"odd"
"647","Player 5","Game 3",12,3,NA,NA,NA,NA,11,20,"odd"
"648","Player 5","Game 3",12,4,NA,NA,NA,NA,11,20,"odd"
"649","Player 5","Game 4",6,1,"A","A",10,10,11,11,"even"
"650","Player 5","Game 4",6,2,"A","A",8,8,11,11,"even"
"651","Player 5","Game 4",6,3,"A","A",5,5,11,11,"even"
"652","Player 5","Game 4",6,4,"A","A",1,1,11,11,"even"
"653","Player 5","Game 5",8,1,"A","A",19,10,20,11,"odd"
"654","Player 5","Game 5",8,2,"A","B",22,7,20,11,"odd"
"655","Player 5","Game 5",8,3,NA,NA,NA,NA,20,11,"odd"
"656","Player 5","Game 5",8,4,NA,NA,NA,NA,20,11,"odd"
"657","Player 5","Game 6",4,1,"B","A",9,13,11,11,"even"
"658","Player 5","Game 6",4,2,NA,NA,NA,NA,11,11,"even"
"659","Player 5","Game 6",4,3,NA,NA,NA,NA,11,11,"even"
"660","Player 5","Game 6",4,4,NA,NA,NA,NA,11,11,"even"
"661","Player 5","Game 7",2,1,"B","B",11,11,11,11,"even"
"662","Player 5","Game 7",2,2,NA,NA,NA,NA,11,11,"even"
